School,Street Address,Street Zip,Latitude,Longitude
Rosa Parks Elementary,3900 Agnes St.,90262-4415,33.91716,-118.201567
St. Emydius School,10990 California Ave.,90262-2006,33.933318,-118.207539
St. Philip Neri,12522 Stoneacre Ave.,90262-5314,33.909012,-118.194099
Thurgood Marshall Elementary,3593 Martin Luther King Blvd.,90262-2048,33.93312,-118.204315
Vista High,11300 Wright Rd.,90262-3126,33.921461,-118.18054
Washington Elementary,4225 Sanborn Ave.,90262-2998,33.924291,-118.189561
Will Rogers Elementary,11220 Duncan Ave.,90262-3041,33.924238,-118.182982
Wilson Elementary,11700 School St.,90262-4348,33.921715,-118.206734
Meadows Avenue Elementary,1200 Meadows Ave.,90266,33.888306,-118.391649
Opal Robinson Elementary,80 Morningside Dr.,90266,33.878219,-118.404975
Pennekamp (Aurelia) Elementary,110 S. Rowell,90266,33.879235,-118.389459
American Martyrs School,1701 Laurel Ave.,90266-4904,33.890815,-118.404363
Aurelia Pennekamp Elementary,110 South Rowell,90266-6962,33.879214,-118.389518
"Beach Cities Learning, Manhattan Beach",1501 N Peck Ave,90266-4215,33.888905,-118.387533
Creative Kids,1203 North Sepulveda Blvd.,90266-5103,33.888124,-118.396321
Grand View Elementary,455 24th St.,90266-4348,33.893671,-118.412422
Magic Rainbow Pre School,1159 N Aviation Blvd,90266-6225,33.887982,-118.379293
Manhattan Academy,1740 Manhattan Beach Blvd.,90266-6220,33.887277,-118.38158
Manhattan Beach Middle,1501 North Redondo Ave.,90266-4214,33.889108,-118.38387
Manhattan Beach Preschool,1431 15th St.,90266-4077,33.889184,-118.388999
Meadows Avenue Elementary,1200 Meadows Ave.,90266-4059,33.888229,-118.391701
Mira Costa High,1401 Artesia Blvd.,90266-6968,33.872932,-118.389482
Montessori School of Manhattan Beach,315 South Peck Ave.,90266-6934,33.877189,-118.387569
Opal Robinson Elementary,80 Morningside Dr.,90266-6562,33.878097,-118.404976
Pacific Elementary,1200 Pacific Ave.,90266-4969,33.887635,-118.403291
Bandini Elementary,2318 Couts Ave.,90040-1102,34.006131,-118.168221
Bell Gardens Adult,6119 Agra St.,90201-1705,33.975878,-118.153847
Bell Gardens Elementary,5620 Quinn St.,90201-5421,33.959519,-118.167924
Bell Gardens High,6119 Agra St.,90201-1705,33.975649,-118.154277
Bell Gardens Intermediate,5841 Live Oak St.,90201-4616,33.965577,-118.162536
Cesar E. Chavez Elementary,6139 Loveland St.,90201-1738,33.973386,-118.154763
Garfield Elementary,7425 South Garfield Ave.,90201-4815,33.964115,-118.152462
Rosewood Park,2353 Commerce Way,90040-1407,34.003497,-118.154304
St. Gertrude School,6824 Toler Ave.,90201-3210,33.967771,-118.152292
Winter Gardens Elementary,1277 South Clela Ave.,90022-4903,34.015179,-118.162265
Chadwick,26800 South Academy Dr.,90274-3980,33.776939,-118.360927
Cornerstone at Pedregal Elementary,6069 Groveoak Pl.,90275-2261,33.786828,-118.384388
Dapplegray Elementary,3011 Palos Verdes Dr. North,90274-7303,33.802593,-118.379478
Discovery World Education Center,550 Deep Valley Dr. #235,90274-3664,33.771724,-118.373542
"Fusion Academy, Palos Verdes","550 Deep Valley Dr., Ste. 250",90274-3721,33.772589,-118.373131
Lunada Bay Elementary,520 Paseo Lunado,90274-4377,33.768709,-118.418275
Mira Catalina Elementary,30511 Lucania Dr.,90275-6272,33.74087,-118.334069
Miraleste Elementary,6245 Via Canada,90275-6540,33.751354,-118.324057
Miraleste Intermediate,29323 Palos Verdes Dr. East,90275-6470,33.751405,-118.326699
Montemalaga Elementary,1121 Via Nogales,90274-1671,33.791327,-118.393965
Palos Verdes Adult,38 Crest Rd. West,90274-5058,33.759011,-118.360113
Palos Verdes Distance Learning Academy,38 Crest Rd. West,90274-5058,33.759011,-118.360113
Palos Verdes High,600 Cloyden Rd.,90274-1869,33.781629,-118.419461
Palos Verdes Intermediate,2161 Via Olivera,90274-1983,33.776304,-118.411837
Palos Verdes Peninsula High,27118 Silver Spur Rd.,90274-2300,33.780654,-118.373756
Peninsula Heritage School,26944 and 26825 Rolling Hills Rd.,90274,33.778706,-118.342975
Point Vicente Elementary,30540 Rue de La Pierre,90275-5364,33.756215,-118.409167
PV Peninsula Montessori School,31100 Hawthorne Blvd.,90275-5354,33.748904,-118.405807
Rancho del Mar High (Continuation),38 Crest Road West,90274-5058,33.759971,-118.361268
Rancho Vista Elementary,4323 Palos Verdes Dr. North,90274-1576,33.786666,-118.357489
Ridgecrest Intermediate,28915 Northbay Rd.,90275-4902,33.767424,-118.377916
Rolling Hill International School,500 Silver Spur Rd.,90275-3637,33.773654,-118.3735
Rolling Hills Country Day School,26444 Crenshaw Blvd.,90274-2517,33.783094,-118.351846
Silver Spur Elementary,5500 Ironwood St.,90275-1739,33.787996,-118.375463
Soleado Elementary,27800 Longhill Dr.,90275-3909,33.773306,-118.36694
St. John Fisher School,5446 Crest Rd.,90275-5027,33.762802,-118.369753
Sunrise Pre-School,3801 Via La Selva,90274-1119,33.801327,-118.365321
Valmonte Elementary,3801 Via La Selva,90274-1119,33.801339,-118.365274
Vista Grande Elementary,7032 Purpleridge Dr.,90275-3059,33.771675,-118.402131
Abraham Lincoln,15324 California Ave.,90723-4378,33.893657,-118.158693
Alondra Middle,16200 Downey Ave.,90723-5528,33.887295,-118.151294
BOOM SQUAD ACADEMY,13223 Paramount Blvd Ste. A,90280-7912,33.915137,-118.158873
Calvary Christian Academy of Compton,15347 Hunsaker Ave. Unit C,90723-3775,33.893023,-118.179062
Frank J. Zamboni,15733 South Orange Ave.,90723-4378,33.890645,-118.177595
Harry Wirtz Elementary,8535 Contreras St.,90723-4378,33.901103,-118.150484
Hollydale,5511 Century Blvd.,90280-8114,33.917664,-118.175446
Howard Tanner,7210 Rosecrans Ave.,90723-2502,33.90357,-118.172842
INTER-TRIBAL Family Of Nations Day School Program,7200 Somerset  Blvd. (Ste.982),90723-8748,33.895768,-118.172699
Leona Jackson,7220 Jackson St.,90723-4378,33.885413,-118.172614
Los Cerritos,14626 Gundry Ave.,90723-4378,33.900974,-118.175479
Mark Keppel,6630 East Mark Keppel St.,90723-4378,33.894212,-118.181042
Our Lady of the Rosary School,14813 South Paramount Blvd.,90723-3406,33.898871,-118.16056
Paramount Adult,14507 Paramount Blvd.,90723-4378,33.901307,-118.16055
Paramount High,14429 South Downey Ave.,90723-4378,33.901996,-118.151598
Paramount Park Middle,14608 Paramount Blvd.,90723-3465,33.900869,-118.160003
Paramount Unified Community Day,14507 Paramount Blvd.,90723-3419,33.90179,-118.160295
Paramount Virtual Academy,15110 California Ave,90723-4320,33.896129,-118.15805
Theodore Roosevelt,13451 Merkel Ave.,90723-4378,33.911463,-118.155497
Wesley Gaines,7340 East Jackson St.,90723-4809,33.885422,-118.169644
Aveson School of Leaders,524 Palisade St.,91103-2056,34.170365,-118.161222
Celerity Exa Charter,136 West Peoria St.,91103,34.154997,-118.152951
Chandler School,1005 Armada Dr.,91103-2802,34.159279,-118.163099
Cleveland Elementary,524 Palisade St.,91103-2056,34.170993,-118.161676
Franklin Elementary,527 West Ventura St.,91001-4936,34.191333,-118.159402
harriet tubman,36 West Montana St.,91103-1725,34.180616,-118.151613
John Muir High,1905 North Lincoln Ave.,91103-1315,34.178298,-118.159628
MARANATHA CHRISTIAN ACADEMY & TECHNOLOGY INSTITUTE,359 W Del Mar Blvd,91105-1857,34.141179,-118.157593
Maranatha High School,169 South Saint John Ave,91105-1853,34.1428,-118.157037
Mary W. Jackson STEAM Multilingual Magnet Elementary,593 West Woodbury Rd.,91001-5464,34.183195,-118.163747
Mayfield Senior School,500 Bellefontaine St.,91105-2439,34.130423,-118.162243
New Horizon School Pasadena,651 North Orange Grove Blvd.,91103-3384,34.155134,-118.15613
Roosevelt Elementary,315 North Pasadena Ave.,91103-3567,34.151758,-118.157388
San Rafael Elementary,1090 Nithsdale Rd.,91105-1499,34.137292,-118.172622
Sequoyah School,535 South Pasadena Ave.,91105-3001,34.136675,-118.154113
St. Monica Academy,2361 Del Mar Rd.,91020-1403,34.211612,-118.230716
The Waverly School,67 W. Bellevue Dr.,91105-2501,34.138583,-118.15188
Westmoreland Academy,5 Westmoreland Pl.,91103-3565,34.15264,-118.160496
Westridge School for Girls,324 Madeline Dr.,91105-3333,34.127048,-118.155475
Adams Middle,2600 Ripley Ave.,90278,33.866497,-118.364225
Alta Vista Elementary,815 Knob Hill Ave.,90277,33.828264,-118.378104
Beryl Heights Elementary,920 Beryl St.,90277,33.852141,-118.384557
Birney Elementary,1600 Green Ln.,90278,33.869038,-118.376879
Jefferson Elementary,600 Harkness Ln.,90278,33.859635,-118.381067
Lincoln Elementary,2223 Plant Ave.,90278,33.880985,-118.372082
Madison Elementary,2200 Mackay Ln.,90278,33.875244,-118.36851
Parras (Nick G.) Middle,200 N. Lucia,90277,33.8405,-118.3772
Tulita Elementary,1520 Prospect Ave.,90277,33.82066,-118.376831
Washington Elementary,1100 Lilienthal Ln.,90278,33.863856,-118.365531
Tuvia School of Temple Menorah,1101 Camino Real,90277-4531,33.827514,-118.373496
Academy of the Arts,2108 Vail Ave,90278-2518,33.874432,-118.369707
Adams Middle,2600 Ripley Ave.,90278-4555,33.867094,-118.363322
Aegean Academy,2229 Voorhees Ave.,90278-2423,33.87677,-118.370182
Alta Vista Elementary,815 Knob Hill Ave.,90277-4300,33.828546,-118.378077
Beryl Heights Elementary,920 Beryl St.,90277-2236,33.852188,-118.384585
Birney Elementary,1600 Green Ln.,90278-3656,33.868948,-118.376472
Jefferson Elementary,600 Harkness Ln.,90278-4806,33.860053,-118.381102
Lincoln Elementary,2223 Plant Ave.,90278-2013,33.880962,-118.371313
Madison Elementary,2200 MacKay Ln.,90278-2509,33.87521,-118.367454
Parras (Nick G.) Middle,200 North Lucia,90277-3220,33.844419,-118.378586
Patricia Dreizler Continuation High,1000 Del Amo St.,90277-3034,33.84872,-118.382477
Redondo Beach Learning Academy,1000 Del Amo St.,90277-3934,33.84872,-118.382477
Redondo Beach Virtual Learning,1401 Inglewood Ave.,90278-3912,33.867514,-118.361626
Redondo Union High,One Sea Hawk Way,90277-3125,33.844753,-118.386499
South Bay Adult,3401 Inglewood Ave.,90278,33.886545,-118.362037
South Bay Faith Academy,101 S Pacific Coast Hwy,90277-3351,33.841791,-118.386141
St. Lawrence Martyr Elementary,1950 So. Prospect Ave.,90277-6003,33.816897,-118.37648
Tulita Elementary,1520 Prospect Ave.,90277-5113,33.821368,-118.376873
Valor Christian Academy,525 Earle Ln.,90278-5004,33.859167,-118.371834
Washington Elementary,1100 Lilienthal Ln.,90278-4557,33.863828,-118.365528
Carlthorp,438 San Vicente Blvd.,90402-1703,34.029793,-118.509509
Crossroads School for Arts & Sciences,1714 21St St,90404-3917,34.0245,-118.473724
Edison Elementary,2402 Virginia Ave.,90404-5204,34.024168,-118.465916
Franklin Elementary,2400 Montana Ave.,90403-2124,34.040057,-118.485407
Grant Elementary,2368 Pearl St.,90405-2853,34.019278,-118.462693
John Adams Middle,2425 16th St.,90405-2621,34.012983,-118.470086
John Muir Elementary,2526 Sixth St.,90405-3811,34.005709,-118.48043
Lighthouse Christian Academy,1424 Yale St.,90404-3108,34.034725,-118.47139
Lighthouse Church School,"1220 20Th St., Lighthouse Church",90404,34.030654,-118.483122
Lincoln Middle,1501 California Ave.,90403-4305,34.028977,-118.489547
McKinley Elementary,2401 Santa Monica Blvd.,90404-2044,34.031663,-118.476484
New Roads School,3131 Olympic Blvd.,90404-5002,34.031309,-118.461304
Olympic High (Continuation),721 Ocean Park Blvd.,90405-3811,34.006199,-118.477771
Pacifica Christian High School,1730 Wilshire Blvd.,90403-5510,34.02943,-118.485213
PBL High,601 Pico Blvd.,90405-1224,34.011345,-118.48519
PS1 Pluralistic School,1225 BRd.way,90404,34.021977,-118.48538
Roosevelt Elementary,801 Montana Ave.,90403-1502,34.027653,-118.500883
Saint Monica Catholic High School,1030 Lincoln Blvd.,90403-4010,34.024061,-118.496995
Santa Monica Alternative (K-8),2525 Fifth St.,90405-3703,34.005227,-118.481244
Santa Monica High,601 Pico Blvd.,90405-1224,34.011253,-118.485135
Santa Monica Montessori School,1909 Colorado Avenue,90404-3413,34.025817,-118.477855
Santa Monica-Malibu Adult,2510 Lincoln Blvd.,90405,34.007439,-118.477294
Santa Monica-Malibu Preschool,1651 16th St.,90404-3801,34.022237,-118.479026
SmartStart Academy,2505 Lincoln Blvd,90405-3817,34.008251,-118.477518
SmartStart Developmental Learning Center,2505 Lincoln Blvd,90405-3817,34.008251,-118.477518
St Monica Catholic Elementary School,1039 7th St.,90403-4003,34.023565,-118.497728
St. Anne Elementary,2015 Colorado Ave.,90404-3415,34.026657,-118.476254
Sycamore Community School,1229 4Th St.,90401-1303,34.018565,-118.497164
Sycamore School,3504 Las Flores Canyon Rd.,90265-3434,34.045629,-118.638816
The Gray Academy,12318 Venice Blvd,90066-3802,34.003665,-118.432703
Will Rogers Elementary,2401 14th St.,90405-2615,34.011924,-118.471669
Academia Avance Charter,115 North Avenue 53,90042-4005,34.107288,-118.198423
Anahuacalmecac International University Preparatory of North America,4736 Huntington Dr. South,90032-1942,34.085085,-118.181545
Celerity Rolas Charter,1495 Colorado Blvd.,90041-2340,34.139635,-118.197388
Doris Topsy-Elvord Academy,5951 Downey Ave.,90805-4518,33.863666,-118.151295
Los Angeles College Prep Academy,625 Coleman Ave.,90042-4903,34.102359,-118.183367
New West Charter,1905 Armacost Ave.,90025-5210,34.035653,-118.455358
Prepa Tec Los Angeles High,4210 East Gage St.,90201-1213,33.978427,-118.192214
Today's Fresh Start Charter,4514 Crenshaw Blvd.,90043-1221,34.002174,-118.330959
Mira Costa High,701 S. Peck Ave.,90266,33.873818,-118.387438
Redondo High,631 Vincent Park,90277,33.844585,-118.384442
Arroyo Vista Elementary,335 El Centro St.,91030-3006,34.114015,-118.16717
Fusion Academy Pasadena,"825 Colorado Blvd., 118",90041,34.140801,-118.184764
Holy Family Catholic School,1301 Rollin St.,91030-3736,34.108636,-118.154279
"Institute for the Redesign of Learning, Almansor Academy",1955 Fremont Ave.,91030-4507,34.101788,-118.152289
Monterey Hills Elementary,1624 Via del Rey,91030-4126,34.104466,-118.164563
South Pasadena Senior High,1401 Fremont Ave.,91030-3809,34.109915,-118.153207
Southern California ROC,2300 Crenshaw Blvd.,90501-3324,33.824924,-118.328465
Ambassador High School,"2300 Crenshaw Blvd, Bldg. B",90501-3324,33.82426,-118.327246
Anza Elementary,21400 Ellinwood Dr.,90503-5410,33.834486,-118.3657
Arlington Elementary,17800 Van Ness Ave.,90504-4330,33.869201,-118.31775
Bert M. Lynn Middle,5038 Halison St.,90503-1920,33.851238,-118.363283
Bishop Montgomery High,5430 Torrance Blvd.,90503-4006,33.837794,-118.371322
Branch of Hope School,2370 W Carson St #100,90501-3100,33.830564,-118.325282
Bread of Life Church School,"2780 Lomita Blvd. Torrance, Ca 90505",90505,33.809088,-118.336789
Calle Mayor Middle,4800 Calle Mayor,90505-4401,33.81558,-118.364564
Casimir Middle,17220 Casimir Ave.,90504-2936,33.873247,-118.322076
Center For Learning Unlimited,"2785 Pacific Coast Hwy., G",90505,33.794211,-118.334201
Edison Elementary,3800 182nd St.,90504-4837,33.865043,-118.33938
Edward J. Richardson Middle,23751 Nancy Lee Ln.,90505-5416,33.810319,-118.367037
Evelyn Carr Elementary,3404 West 168th St.,90504-1752,33.878019,-118.332193
Fern Elementary,1314 Fern Ave.,90503-6125,33.835195,-118.33218
First Lutheran,2900 West Carson St.,90503-6005,33.830901,-118.338512
Fresh Roots Forest School,5211 Scott St.,90503-5355,33.836909,-118.368223
Gene Drevno Community Day,2291 West Washington Ave.,90501-3450,33.825638,-118.321589
Hamilton Adult Education Center,2606 182nd St.,90504-5227,33.86478,-118.321481
Hickory Elementary,2800 West 227th St.,90505-2912,33.820017,-118.334876
Hickory Tree School,21720 Madrona Ave,90503-7111,33.830427,-118.344323
Howard Wood Elementary,2250 West 235th St.,90501-5705,33.812697,-118.321336
J. H. Hull Middle,2080 West 231st St.,90501-5448,33.815597,-118.317136
Jefferson Middle,21717 Talisman St.,90503-6441,33.83206,-118.357248
John Adams Elementary,2121 238Th St.,90501-6116,33.808805,-118.321171
Joseph Arnold Elementary,4100 227th St.,90505-2246,33.822341,-118.356497
LAUNCH Preschool,4000 West 227th St.,90505-2208,33.822294,-118.355434
Lighthouse Academy,"3621 Garnet St, Unit 6",90503-3370,33.843448,-118.349872
Lincoln Elementary,2418 West 166th St.,90504-1813,33.880079,-118.320776
LINK School,1304 El Prado Ave,90501-2735,33.834705,-118.316071
Madrona Middle,21364 Madrona Ave.,90503-5948,33.83502,-118.344817
Mr. J's Academy,"22760 Hawthorne Blvd., Ste. 106",90505-3675,33.820479,-118.35008
Nativity Catholic Elementary,2371 W. Carson St.,90501-3141,33.831636,-118.325967
North High,3620 West 182nd St.,90504-3935,33.865535,-118.335701
Owen H. Griffith Adult,2291 West Washington Ave.,90501,33.825876,-118.320994
Philip Magruder Middle,4100 West 185th St.,90504-4706,33.86269,-118.345834
Playhouse School,18213 Prairie Ave.,90504-4830,33.864862,-118.344179
Riviera Elementary,365 Paseo de Arena,90505-6226,33.80783,-118.37427
Riviera Hall Lutheran School,330 Palos Verdes Blvd,90277-6304,33.814293,-118.386141
Seaside Elementary,4651 Sharynne Ln.,90505-3355,33.820452,-118.363323
Shery (Kurt T.) High (Continuation),2600 Vine St.,90501-4330,33.822861,-118.323882
South Bay Christian School,4400 Del Amo Blvd.,90503-2121,33.847636,-118.359785
South Bay High School,4025 W. 226th St.,90505-2340,33.824223,-118.356011
South High,4801 Pacific Coast Hwy.,90505-5544,33.810786,-118.365248
St. Catherine Laboure Elementary,3846 Redondo Beach Blvd.,90504-1114,33.878273,-118.340793
St. James Elementary,4625 Garnet St.,90503-2218,33.843181,-118.362625
Switzer Learning Center,2201 Amapola Ct.,90501-1431,33.844752,-118.322524
Torrance Elementary,2125 Lincoln Ave.,90501-4437,33.82358,-118.31998
Torrance High,2200 Carson St.,90501-3135,33.831308,-118.321143
Towers Elementary,5600 Towers St.,90503-1161,33.853977,-118.376044
Victor Elementary,4820 Spencer St.,90503-2254,33.844923,-118.365018
